DATAFLOW,LAST UPDATE,freq,citizen,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Belgium,2022,11617623,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Belgium,2023,11742796,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Bulgaria,2014,7117453,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Bulgaria,2015,7029690,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Bulgaria,2016,6938759,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Bulgaria,2017,6849518,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Bulgaria,2018,6757418,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Bulgaria,2019,6664177,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Bulgaria,2020,6569275,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Bulgaria,2021,6532117,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Bulgaria,2022,6482484,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Bulgaria,2023,6447710,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Switzerland,2014,8139631,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Switzerland,2015,8237666,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Switzerland,2016,8327126,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Switzerland,2017,8419550,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Switzerland,2018,8484130,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Switzerland,2019,8544527,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Switzerland,2020,8606033,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Switzerland,2021,8670300,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Switzerland,2022,8738791,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Switzerland,2023,8815385,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Cyprus,2014,858000,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Cyprus,2015,847008,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Cyprus,2016,848319,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Cyprus,2017,854802,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Cyprus,2018,864236,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Cyprus,2019,875899,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Cyprus,2020,888005,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Cyprus,2021,896007,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Cyprus,2022,904705,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Cyprus,2023,920701,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Czechia,2014,10512419,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Czechia,2015,10538275,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Czechia,2016,10553843,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Czechia,2017,10578820,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Czechia,2018,10610055,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Czechia,2019,10649800,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Czechia,2020,10693939,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Czechia,2021,10494836,b
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Czechia,2022,10516707,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Czechia,2023,10827529,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Germany,2014,80767463,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Germany,2015,81197537,b
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Germany,2016,82175684,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Germany,2017,82521653,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Germany,2018,82792351,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Germany,2019,83019213,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Germany,2020,83166711,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Germany,2021,83155031,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Germany,2022,83237124,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Germany,2023,84358845,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Denmark,2014,5627235,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Denmark,2015,5659715,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Denmark,2016,5707251,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Denmark,2017,5748769,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Denmark,2018,5781190,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Denmark,2019,5806081,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Denmark,2020,5822763,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Denmark,2021,5840045,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Denmark,2022,5873420,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Denmark,2023,5932654,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Estonia,2014,1315819,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Estonia,2015,1314870,b
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Estonia,2016,1315944,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Estonia,2017,1315635,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Estonia,2018,1319133,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Estonia,2019,1324820,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Estonia,2020,1328976,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Estonia,2021,1330068,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Estonia,2022,1331796,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Estonia,2023,1365884,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Greece,2014,10926807,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Greece,2015,10858018,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Greece,2016,10783748,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Greece,2017,10768193,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Greece,2018,10741165,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Greece,2019,10724599,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Greece,2020,10718565,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Greece,2021,10678632,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Greece,2022,10459782,b
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Greece,2023,10413982,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Spain,2014,46495744,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Spain,2015,46425722,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Spain,2016,46418884,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Spain,2017,46497393,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Spain,2018,46645070,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Spain,2019,46918951,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Spain,2020,47318050,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Spain,2021,47400798,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Spain,2022,47486843,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Spain,2023,48085361,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,European Union - 27 countries (from 2020),2014,442266046,be
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,European Union - 27 countries (from 2020),2015,442911027,be
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,European Union - 27 countries (from 2020),2016,443987823,e
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,European Union - 27 countries (from 2020),2017,444655529,be
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,European Union - 27 countries (from 2020),2018,445287011,e
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,European Union - 27 countries (from 2020),2019,446135629,b
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,European Union - 27 countries (from 2020),2020,447015600,e
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,European Union - 27 countries (from 2020),2021,445872542,bep
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,European Union - 27 countries (from 2020),2022,445837374,ep
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,European Union - 27 countries (from 2020),2023,448803078,ep
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Finland,2014,5451270,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Finland,2015,5471753,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Finland,2016,5487308,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Finland,2017,5503297,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Finland,2018,5513130,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Finland,2019,5517919,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Finland,2020,5525292,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Finland,2021,5533793,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Finland,2022,5548241,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Finland,2023,5563970,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,France,2014,66165980,b
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,France,2015,66458153,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,France,2016,66638391,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,France,2017,66809816,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,France,2018,67026224,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,France,2019,67290471,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,France,2020,67473651,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,France,2021,67728568,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,France,2022,67957053,p
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,France,2023,68172977,p
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Croatia,2014,4217632,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Croatia,2015,4180915,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Croatia,2016,4131115,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Croatia,2017,4078769,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Croatia,2018,4014341,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Croatia,2019,3968676,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Croatia,2020,3933511,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Croatia,2021,3893026,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Croatia,2022,3862305,b
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Croatia,2023,3850894,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Hungary,2014,9850217,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Hungary,2015,9815858,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Hungary,2016,9779652,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Hungary,2017,9739857,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Hungary,2018,9713655,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Hungary,2019,9700272,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Hungary,2020,9689376,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Hungary,2021,9651461,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Hungary,2022,9610403,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Hungary,2023,9599744,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Ireland,2014,4637852,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Ireland,2015,4677627,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Ireland,2016,4726286,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Ireland,2017,4799157,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Ireland,2018,4855733,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Ireland,2019,4940311,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Ireland,2020,5012600,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Ireland,2021,5066893,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Ireland,2022,5154277,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Ireland,2023,5271395,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Iceland,2014,325671,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Iceland,2015,329100,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Iceland,2016,332529,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Iceland,2017,338349,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Iceland,2018,348450,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Iceland,2019,356991,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Iceland,2020,364134,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Iceland,2021,368792,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Iceland,2022,376248,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Iceland,2023,387758,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Italy,2014,60345917,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Italy,2015,60295497,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Italy,2016,60163712,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Italy,2017,60066734,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Italy,2018,59937769,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Italy,2019,59816673,b
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Italy,2020,59641488,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Italy,2021,59236213,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Italy,2022,59030133,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Italy,2023,58997201,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Liechtenstein,2014,37129,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Liechtenstein,2015,37366,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Liechtenstein,2016,37622,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Liechtenstein,2017,37810,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Liechtenstein,2018,38114,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Liechtenstein,2019,38378,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Liechtenstein,2020,38747,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Liechtenstein,2021,39055,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Liechtenstein,2022,39308,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Liechtenstein,2023,39677,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Lithuania,2014,2947862,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Lithuania,2015,2926644,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Lithuania,2016,2895573,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Lithuania,2017,2859077,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Lithuania,2018,2826200,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Lithuania,2019,2812200,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Lithuania,2020,2809977,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Lithuania,2021,2810761,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Lithuania,2022,2805998,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Lithuania,2023,2857279,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Luxembourg,2014,549680,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Luxembourg,2015,562958,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Luxembourg,2016,576249,
ESTAT:MIGR_POP7CTZ(1.0),04/11/24 23:00:00,Annual,Total,Total,Number,Total,Luxembourg,2017,590667,b
