DATAFLOW,LAST UPDATE,freq,iccs,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Bosnia and Herzegovina,2012,173.86,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Belgium,2008,2303.23,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Belgium,2009,2321.45,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Belgium,2010,2106.61,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Belgium,2011,2203.50,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Belgium,2012,2144.43,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Belgium,2013,2007.85,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Belgium,2014,1864.29,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Belgium,2015,2196.73,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Belgium,2016,2055.54,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Belgium,2017,1969.42,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Belgium,2018,1948.04,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Belgium,2019,1985.09,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Belgium,2020,1363.30,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Belgium,2021,1445.01,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Belgium,2022,1686.00,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Bulgaria,2008,566.01,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Bulgaria,2009,592.97,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Bulgaria,2010,680.15,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Bulgaria,2011,642.15,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Bulgaria,2012,606.81,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Bulgaria,2013,621.26,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Bulgaria,2014,569.25,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Bulgaria,2015,531.99,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Bulgaria,2016,457.48,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Bulgaria,2017,576.57,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Bulgaria,2018,523.71,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Bulgaria,2019,473.88,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Bulgaria,2020,388.92,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Bulgaria,2021,353.28,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Bulgaria,2022,413.08,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Switzerland,2008,1591.06,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Switzerland,2009,2387.94,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Switzerland,2010,2239.32,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Switzerland,2011,2584.21,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Switzerland,2012,2705.06,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Switzerland,2013,2455.37,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Switzerland,2014,2145.07,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Switzerland,2015,1916.94,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Switzerland,2016,1757.62,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Switzerland,2017,1680.66,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Switzerland,2018,1550.49,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Switzerland,2019,1552.41,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Switzerland,2020,1409.73,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Switzerland,2021,1356.19,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Switzerland,2022,1590.27,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Cyprus,2008,411.03,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Cyprus,2009,365.40,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Cyprus,2010,203.87,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Cyprus,2011,202.08,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Cyprus,2012,181.78,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Cyprus,2013,146.90,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Cyprus,2014,115.38,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Cyprus,2015,111.33,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Cyprus,2016,86.17,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Cyprus,2017,112.19,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Cyprus,2018,82.85,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Cyprus,2019,73.30,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Cyprus,2020,57.77,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Cyprus,2021,58.82,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Cyprus,2022,67.76,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Czechia,2008,1433.41,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Czechia,2009,1334.32,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Czechia,2010,1214.11,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Czechia,2011,1192.35,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Czechia,2012,1142.53,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Czechia,2013,1200.28,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Czechia,2014,993.72,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Czechia,2015,810.06,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Czechia,2016,674.86,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Czechia,2017,624.84,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Czechia,2018,560.20,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Czechia,2019,561.98,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Czechia,2020,426.77,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Czechia,2021,256.58,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Czechia,2022,330.65,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Germany,2008,2496.92,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Germany,2009,1595.91,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Germany,2010,1491.38,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Germany,2011,1590.67,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Germany,2012,1578.00,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Germany,2013,1600.86,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Germany,2014,1636.98,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Germany,2015,1661.33,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Germany,2016,1570.39,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Germany,2017,1401.36,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Germany,2018,1307.46,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Germany,2019,1235.04,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Germany,2020,1120.39,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Germany,2021,1004.59,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Germany,2022,1254.11,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Denmark,2008,5427.63,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Denmark,2009,5452.55,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Denmark,2010,5282.09,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Denmark,2011,5240.18,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Denmark,2012,5044.60,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Denmark,2013,4802.85,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Denmark,2014,4456.42,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Denmark,2015,3990.80,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Denmark,2016,3951.31,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Denmark,2017,3721.21,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Denmark,2018,3162.31,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Denmark,2019,2928.71,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Denmark,2020,2439.43,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Denmark,2021,2134.02,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Denmark,2022,2496.21,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Estonia,2008,1756.22,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Estonia,2009,1859.27,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Estonia,2010,1894.04,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Estonia,2011,1517.31,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Estonia,2012,1405.66,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Estonia,2013,1247.18,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Estonia,2014,1196.06,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Estonia,2015,863.51,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Estonia,2016,682.55,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Estonia,2017,580.18,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Estonia,2018,561.20,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Estonia,2019,513.58,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Estonia,2020,516.41,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Estonia,2021,564.86,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Estonia,2022,602.72,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Greece,2008,487.55,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Greece,2009,543.04,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Greece,2010,606.57,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Greece,2011,633.95,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Greece,2012,563.28,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Greece,2013,489.02,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Greece,2014,464.09,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Greece,2015,507.93,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Greece,2016,530.04,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Greece,2017,860.55,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Greece,2018,748.07,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Greece,2019,800.26,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Greece,2020,568.61,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Greece,2021,551.92,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Greece,2022,680.03,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Spain,2008,520.10,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Spain,2009,470.70,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Spain,2010,311.10,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Spain,2011,332.40,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Spain,2012,353.06,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Spain,2013,349.82,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Spain,2014,333.79,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Spain,2015,442.96,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Spain,2016,351.16,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Spain,2017,349.09,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Spain,2018,360.50,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Spain,2019,374.65,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Spain,2020,220.82,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Spain,2021,262.25,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Spain,2022,383.04,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Finland,2008,2631.38,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Finland,2009,2652.22,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Finland,2010,2558.85,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Finland,2011,2602.06,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Finland,2012,2337.30,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Finland,2013,2528.60,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Finland,2014,2521.71,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Finland,2015,2430.26,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Finland,2016,2309.58,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Finland,2017,2201.92,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Finland,2018,2143.85,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Finland,2019,2224.23,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Finland,2020,2440.25,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Theft,Per hundred thousand inhabitants,Finland,2021,2242.66,
