DATAFLOW,LAST UPDATE,freq,iccs,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Austria,2009,36.68,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Austria,2010,27.24,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Austria,2011,31.56,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Austria,2012,33.11,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Austria,2013,25.47,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Austria,2014,24.91,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Austria,2015,23.43,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Austria,2016,32.46,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Austria,2017,27.55,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Austria,2018,27.48,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Austria,2019,26.64,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Austria,2020,23.99,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Austria,2021,24.73,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Austria,2022,28.60,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Belgium,2008,70.76,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Belgium,2009,69.35,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Belgium,2010,70.25,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Belgium,2011,71.84,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Belgium,2012,66.08,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Belgium,2013,34.16,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Belgium,2014,33.17,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Belgium,2015,32.54,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Belgium,2016,38.80,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Belgium,2017,43.23,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Belgium,2018,42.72,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Belgium,2019,47.29,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Belgium,2020,47.46,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Belgium,2021,52.66,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Belgium,2022,55.01,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Bulgaria,2008,6.48,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Bulgaria,2009,6.43,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Bulgaria,2010,6.53,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Bulgaria,2011,6.68,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Bulgaria,2012,6.81,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Bulgaria,2013,6.42,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Bulgaria,2014,6.38,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Bulgaria,2015,6.72,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Bulgaria,2018,6.55,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Bulgaria,2019,6.77,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Bulgaria,2020,6.60,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Bulgaria,2021,6.75,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Bulgaria,2022,6.89,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Switzerland,2009,30.14,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Switzerland,2010,25.03,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Switzerland,2011,28.76,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Switzerland,2012,25.29,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Switzerland,2013,26.43,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Switzerland,2014,26.92,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Switzerland,2015,26.44,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Switzerland,2016,25.87,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Switzerland,2017,37.25,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Switzerland,2018,7.84,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Switzerland,2019,7.33,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Switzerland,2020,7.94,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Switzerland,2021,8.30,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Switzerland,2022,8.61,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Cyprus,2008,8.12,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Cyprus,2009,6.40,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Cyprus,2010,5.25,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Cyprus,2011,0.24,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Cyprus,2012,0.23,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Cyprus,2013,0.12,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Cyprus,2014,0.23,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Cyprus,2015,0.00,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Cyprus,2016,0.24,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Cyprus,2017,0.12,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Cyprus,2018,0.12,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Cyprus,2019,0.11,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Cyprus,2020,0.23,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Cyprus,2021,0.89,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Cyprus,2022,0.00,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Czechia,2008,11.13,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Czechia,2009,11.99,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Czechia,2010,7.18,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Czechia,2011,7.45,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Czechia,2012,7.05,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Czechia,2013,7.86,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Czechia,2014,7.23,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Czechia,2015,7.79,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Czechia,2016,6.91,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Czechia,2017,7.59,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Czechia,2018,7.40,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Czechia,2019,8.12,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Czechia,2020,7.40,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Czechia,2021,0.78,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Czechia,2022,0.86,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Germany,2008,60.20,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Germany,2009,50.94,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Germany,2010,35.26,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Germany,2011,35.92,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Germany,2012,35.16,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Germany,2013,34.68,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Germany,2014,34.19,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Germany,2015,33.55,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Germany,2016,35.59,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Germany,2017,32.12,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Germany,2018,38.11,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Germany,2019,37.52,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Germany,2020,37.22,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Germany,2021,37.74,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Germany,2022,44.61,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Denmark,2008,15.29,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Denmark,2009,14.39,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Denmark,2010,19.08,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Denmark,2011,18.22,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Denmark,2012,18.55,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Denmark,2013,17.92,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Denmark,2014,27.21,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Denmark,2015,27.56,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Denmark,2016,37.04,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Denmark,2017,52.05,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Denmark,2018,57.48,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Denmark,2019,48.98,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Denmark,2020,54.87,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Denmark,2021,63.10,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Denmark,2022,58.99,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Estonia,2008,8.07,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Estonia,2009,9.73,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Estonia,2010,7.28,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Estonia,2011,6.69,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Estonia,2012,7.92,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Estonia,2013,7.95,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Estonia,2014,3.95,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Estonia,2015,9.35,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Estonia,2016,9.04,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Estonia,2017,8.28,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Estonia,2018,6.37,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Estonia,2019,11.47,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Estonia,2020,11.89,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Estonia,2021,10.07,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Estonia,2022,10.81,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Greece,2008,4.02,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Greece,2009,6.41,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Greece,2010,1.68,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Greece,2011,1.61,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Greece,2012,1.83,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Greece,2013,1.70,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Greece,2014,1.75,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Greece,2015,2.39,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Greece,2016,2.44,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Greece,2017,2.08,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Greece,2018,1.69,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Greece,2019,0.65,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Greece,2020,0.11,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Greece,2021,0.11,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Greece,2022,0.18,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Spain,2008,18.50,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Spain,2009,16.59,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Spain,2010,18.02,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Spain,2011,17.95,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Spain,2012,16.51,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Spain,2013,16.32,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Spain,2014,17.69,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Spain,2015,13.49,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Spain,2016,16.10,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Spain,2017,17.36,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Spain,2018,21.24,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Spain,2019,23.77,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Spain,2020,20.10,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Spain,2021,26.95,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Spain,2022,29.36,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Finland,2008,33.88,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Finland,2009,27.02,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Finland,2010,29.26,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Finland,2011,39.44,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Finland,2012,41.19,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Finland,2013,37.09,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Finland,2014,33.31,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Finland,2015,31.60,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Finland,2016,36.96,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Finland,2017,32.87,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Finland,2018,38.89,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Finland,2019,45.27,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Finland,2020,46.04,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Finland,2021,54.99,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,Finland,2022,59.21,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Sexual assault,Per hundred thousand inhabitants,France,2008,21.49,
